REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS;Data_Descredenciamento;Motivo_do_Descredenciamento
"408204";"39936604000180";"CLÍNICA MÉDICA E ODONTOLÓGICA FENIX LTDA.";;"Medicina de Grupo";"RUA DARKE DE MATOS";"239";;"HIGIENÓPOLIS";"Rio de Janeiro";"RJ";"21051470";"21";"5906720";;;"ALTAMIR SILVA COUTO";"SÓCIO";;"1999-09-14";"2002-05-21";"Pedido de cancelamento"
"406431";"29961265000138";"CLÍNICA MÉDICA E ODONTOLÓGICA SENHOR DOS PASSOS LTDA.";"CLÍNICA SENHOR DOS PASSOS";"Medicina de Grupo";"RUA SENHOR DOS PASSOS";"174";"SALAS 301 E 401";"CENTRO";"Rio de Janeiro";"RJ";"20061012";"21";"22215048";"25072181";"climosp@mailbr.com.br";"NELSON PINTO VIEIRA";"SOCIO GERENTE";;"1999-07-19";"2003-06-25";"Pedido de cancelamento"
"408930";"03215115000191";"CLÍNICA MÉDICA FLORESTA LTDA.";"CLÍNICA FLORESTA";"Medicina de Grupo";"RUA FLORESTA MIRANDA";"137";;"CENTRO";"Nova Iguaçu";"RJ";"26210000";"21";"7968675";;;"MARIA LUIZA MENEZES PEREIRA DE SÁ CUNHA";"SÓCIO";;"1999-10-13";"2002-05-21";"Pedido de cancelamento"
"40927";"01564215000106";"CLÍNICA MÉDICA LINS S/C LTDA";;"Medicina de Grupo";"RUA LINS DE VASCONCELOS";"669";;"LINS DE VASCONCELOS";"Rio de Janeiro";"RJ";"20710130";"21";"2692556";"8997581";"nietzsche@uol.com.br";"MAURO VASCONCELLOS MEIRELLES";"SÓCIO";;"1999-10-26";"2000-04-18";"Pedido de cancelamento"
"409189";"40299372000185";"CLÍNICA MÉDICA MADUREIRA LTDA";"C.M.M. SAÚDE";"Medicina de Grupo";"RUA PADRE MANSO";"84";"APTO 102";"MADUREIRA";"Rio de Janeiro";"RJ";"21310260";"21";"24528668";"24525668";"edligo@hotmail.com";"EDUARDO LIMA GONÇALVES";"DIRETOR TECNICO";4;"1999-10-22";"2012-09-04";"Deliberação de Diretoria Colegiada"
"407585";"01066095000109";"CLÍNICA MÉDICA MAIA AZEVEDO LTDA.";;"Medicina de Grupo";"RUA IVO DO PRADO";"195";;"CAMPO GRANDE";"Rio de Janeiro";"RJ";"23080200";"21";"4154509";;;"EDIVALDO SILVA DA COSTA";;;"1999-08-20";"2002-07-19";"Pedido de cancelamento"
"410055";"73420556000100";"CLÍNICA MÉDICA NATHER LTDA.";"CLÍNICA DR. JORGE MEDEIROS";"Medicina de Grupo";"AV. DOM HELDER CAMARA";"6.991";;"PILARES";"Rio de Janeiro";"RJ";"20751000";"21";"5952672";"5924182";;"JORGE DA SILVA MEDEIROS";"SÓCIO";;"1999-12-03";"2004-06-07";"Pedido de cancelamento"
"356336";"01097082000105";"CLÍNICA MÉDICA PROMAC LTDA";"CLÍNICA MÉDICA PROMAC LTDA";"Medicina de Grupo";"RUA CANDIDO BENÍCIO";"851";;"PRAÇA SECA";"Rio de Janeiro";"RJ";"21321000";"21";"24524500";"24524500";"doctorapenha@aol.com.br";"MARIA DA PENHA MOUTA CARDOSO";"SÓCIA";4;"1998-12-24";"2010-09-02";"Pedido de cancelamento"
"407917";"00207913000183";"CLÍNICA MÉDICA SANTA ELIZABETH LTDA";"CLIMESE";"Medicina de Grupo";"RUA MIGUEL CERVANTES";"157";;"CACHAMBI";"Rio de Janeiro";"RJ";"20780270";"21";"5014260";"2814628";"www.climese@easyline.com.br";"ROSA MARIA DA SILVEIRA DA SILVA";;;"1999-09-03";"2000-12-13";"Pedido de cancelamento"
"318132";"28713741000139";"CLÍNICA MÉDICA SANTA TEREZINHA LTDA";"CLÍNICA MÉDICA SANTA TEREZINHA";"Medicina de Grupo";"AV PRESIDENTE VARGAS";"168";;"COMENDADOR SOARES";"Nova Iguaçu";"RJ";"26280420";"21";"3925";"6673061";;"JORGE PEREIRA SARDINHA";"SÓCIO";;"1999-01-20";"2000-07-04";"Pedido de cancelamento"
"40817";"86705142000170";"CLÍNICA MÉDICA VICENTE DE CARVALHO LTDA.";;"Medicina de Grupo";"AV. VICENTE DE CARVALHO";"1.536";;"VICENTE DE CARVALHO";"Rio de Janeiro";"RJ";"21371130";"21";"4851276";;;"CARLOS ALBERTO DIAS";"SÓCIO";;"1999-09-15";"2000-06-28";"Pedido de cancelamento"
"36545";"01888367000156";"CLÍNICA ODONTOLÓGICA CIA DOS DENTES LTDA.";"CIA DOS DENTES";"Odontologia de Grupo";"RUA DOM MANOEL PEREIRA";"170 - ";"01 ANDAR";"BOA VISTA";"Recife";"PE";"50050140";"81";"4329340";;"viaodonto@viaodonto.com.br";"SÁTIRO SANTOS";"XXX";;"1999-02-03";"1999-10-29";"Descumprimento da Circular SUSEP no. 77/1999"
"408719";"03329193000117";"CLÍNICA ODONTOLÓGICA EMPRESARIAL LTDA";"COE";"Odontologia de Grupo";"SC/SUL QD. 08 BL. ""B""";"50";"SL. 540 ED. VENÂNCIO 2000";"ASA SUL";"Brasília";"DF";"70312971";"61";"3237880";"3222431";;"EDUARDO CÍCERO VIEIRA BORGES";"SÓCIO GERENTE";;"1999-10-07";"2004-08-18";"Pedido de cancelamento"
"418510";"02544253000151";"CLÍNICA ODONTOLÓGICA LUIZ LIMA LTDA";"BIGDENTAL";"Odontologia de Grupo";"RUA SANTA CLARA";"412";"SALA 2";"CENTRO";"Sorocaba";"SP";"18030420";"15";"32334924";"32334924";"BIGDENTAL@UOL.COM.BR";"LUIZ VALDO NOBRE DE LIMA";"SóCIO-ADMINISTRADOR";;"2012-04-12";"2016-01-27";"Pedido de cancelamento"
"30294";"02864342000185";"CLÍNICA ODONTOLÓGICA MAXIDENTE LTDA";"MAXIDENTE";"Odontologia de Grupo";"RUA DOS ANDRADAS";"1646";"CJ. 52";"CENTRO";"Porto Alegre";"RS";"90020013";"51";"2249091";"2249091";;;;;"1999-01-18";"1999-10-29";"Descumprimento da Circular SUSEP no. 77/1999"
"414182";"02864342000185";"CLÍNICA ODONTOLÓGICA MAXIDENTE LTDA.";"MAXIDENTE";"Odontologia de Grupo";"RUA DUQUE DE CAXIAS";"1540";;"CENTRO";"Porto Alegre";"RS";"90010281";"51";"32163223";"32163223";"eloi@maxidente.com.br";"ANDREA WARWZENIAK RUSSOWSKY";"DIRETORA";4;"2001-08-24";"2016-10-04";"Deliberação de Diretoria Colegiada"
"358568";"00772609000189";"CLÍNICA ODONTOLÓGICA PINHATTI S/C LTDA";"ODONTOCLIN DE MONTE ALTO";"Odontologia de Grupo";"RUA JEREMIAS DE PAULA EDUARDO";"2018";;"CENTRO";"Monte Alto";"SP";"15910000";"016";"32421045";"32421045";"odontocl@montealto.net";"ANTONIO CESAR PINHATTI";"SÓCIO GERENTE";6;"1999-02-02";"2006-06-12";"Pedido de cancelamento"
"416797";"04686687000111";"CLÍNICA ODONTOLÓGICA SASSO LTDA";;"Odontologia de Grupo";"Rua Tenente Coronel Fabricio Pilar";"740";"Sala 205";"Mont Serrat";"Porto Alegre";"RS";"90450040";"51";"33789966";"33789922";"ODONTOSASSO@MAEDEDEUSCENTER.COM.BR";"NAIZA REGINA KONKEWICZ";"SóCIA ADMINISTRADORA";4;"2008-12-19";"2020-06-16";"Pedido de cancelamento"
"404896";"02833883000146";"CLÍNICA ODONTOLÓGICA SORRIDERE LTDA";"SORRIDERE CLÍNICA";"Odontologia de Grupo";"QNB 18 LOTE 01";"salas 210/215";"ED. MONTE CARLO";"TAGUATINGA";"Brasília";"DF";"72115180";"61";"3513118 ";"3513118 R.28";"sorridereclinica@tba.com.br";"RAQUEL FABRÍCIA SANTOS";"GERENTE ADMINISTRATIVA";;"1999-06-10";"2002-07-19";"Pedido de cancelamento"
"404632";"51879500000186";"CLÍNICA PIERRO LTDA";"HOSPITAL SANTA TEREZA";"Medicina de Grupo";"RUA BERNARDINO DE CAMPOS";"804";;"CENTRO";"Campinas";"SP";"13010151";"19";"2317702";"2343200";"tobar@uol.com.br";"ANDRÉ CUNALI TOBAR";"DIRETOR ADMINISTRATIVO";;"1999-05-28";"2008-01-18";"Descumprimento da RN n.º 100/2005"
"407101";"00991935000187";"CLÍNICA PRONTOMED LTDA";"CLÍNICA PRONTOMED LTDA";"Medicina de Grupo";"RUA MAJOR GAMA";"782";;"CENTRO";"Corumbá";"MS";"79331010";"67";"2321619";"2321619";;"DR. NILTON GREY OTTO LINS";;;"1999-08-10";"2000-07-05";"Pedido de cancelamento"
"407267";"03225322000127";"CLÍNICA PRÓ-DENTE LTDA.";"CLÍNICA PRÓ-DENTE";"Odontologia de Grupo";"RUA JOSÉ CÂNDIDO DE QUEIROZ";"s/no";"Q. 25, LT 14-A";"CENTRO";"Aparecida de Goiânia";"GO";"74980070";"62";"2832287";"2832287";"vigu@zaz.com.br";"GUSTAVO MANDRÁ GUALDA";"SÓCIO GERENTE";;"1999-07-22";"2003-10-16";"Pedido de cancelamento"
"407623";"33906066000102";"CLÍNICA SÃO JOÃO LTDA";"CLÍNICA SÃO JOÃO LTDA";"Medicina de Grupo";"RUA COSTA RICA";"87";;"PENHA";"Rio de Janeiro";"RJ";"21020340";"21";"25607021";"25607645";"csjsaude@csjsaude.com.br";"JÚLIO CÉSAR VALENÇA DE MELO";"SÓCIO ADMINISTRADOR";4;"1999-08-20";"2017-07-13";"Pedido de cancelamento"
"412660";"04057602000136";"CLÍNICAS & ASSOCIADOS DE SAÚDE LTDA.";"HASS";"Medicina de Grupo";"RUA MANOEL JOÃO GONÇALVES";"410";"PARTE";"ALCANTARA";"São Gonçalo";"RJ";"24711080";"021";"27221019";"27108395";"teniz@ig.com.br";"GILÇARA REGINA PIRES DA SILVA";"SÓCIA DIRETORA";6;"2000-11-23";"2009-09-17";"Deliberação de Diretoria Colegiada"
"415472";"64923741000127";"CLÍNICAS BEBEDOURO LTDA.";"SANTA CASA SAÚDE DE BEBEDOURO";"Medicina de Grupo";"PRAÇA ABÍLIO ALVES MARQUES";"134";;"CENTRO";"Bebedouro";"SP";"14700009";"17";"33459400";;"PLANO@SANTACASABEBEDOURO.COM.BR";"FERNANDO JOSÉ PIFFER";"DIRETOR ADMINISTRATIVO";;"2006-03-21";"2007-07-26";"Pedido de cancelamento"
"407887";"01418453000103";"CMC CLINICA MEDICA CATARATAS LTDA";"HOSPITAL E MATERNIDADE CATARATAS";"Medicina de Grupo";"RUA SANTOS DUMONT";"714";;"CENTRO";"Foz do Iguaçu";"PR";"85851040";"45";"35235200";"35235200";"hmcataratas@hotmail.com";"JANETE ANDRADE CORRÊA";"SOCIA ADMINISTRADORA";6;"1999-08-26";"2010-08-23";"Descumprimento da RN n.º 100/2005"
"402699";"71746069000107";"CODE CONVENIO ODONTOLOGICO DE EMPRESAS S/C LTDA";"CODE CONVENIO ODONTOLOGICO DE EMPRESAS LTDA.";"Odontologia de Grupo";"RUA PERNAMBUCO";"583";;"CENTRO";"Catanduva";"SP";"15801320";"17";"35227992";"35227992";"e.ram@terra.com.br";"OSMAR AMAURI HUMEL";"SOCIO-GERENTE";5;"1999-03-29";"2005-11-10";"Pedido de cancelamento"
"400505";"73315707000160";"CODEM SUL SERVIÇOS S/C LTDA.";"CODEM - CONVÊNIOS ODONTOLÓGICOS";"Medicina de Grupo";"RUA CORONEL PROCÓPIO GOMES DE OLIVEIRA";"330";"2º ANDAR";"CENTRO";"Jaraguá do Sul";"SC";"89251600";"47";"3721787";"3710231";"codemsul@netuno.com.br";"LIGIA RACHEL DE ANDRADE ROGÊ FERREIRA";"GERENTE ADMINISTRATIVA E OPERA";;"1999-02-11";"2010-02-02";"Descumprimento da RN n.º 100/2005"
"364894";"68324623000153";"CODEP CONVENIO ODONT EMPRESARIAL PLANEJADO S/C LTDA";"CODEP";"Odontologia de Grupo";"AV.IDEPENDENCIA, 312";;;"CENTRO";"Ribeirão Preto";"SP";"14010210";"16";"6102664";"6102664";"valeria@sogeli.com.br";"GLAUCIO GERALDO ALIENDE";"SOCIO";6;"1998-12-28";"2004-02-16";"Pedido de cancelamento"
"416134";"96490933000183";"CODEVAN CONVÊNIO ODONTOLÓGICO EVANGÉLICO LTDA.";"DENTAL CARD";"Odontologia de Grupo";"AVENIDA DOUTOR ADHEMAR DE BARROS";"1030";" ";"VILA ADY¿ANNA";"São José dos Campos";"SP";"12245011";"12";"39411100";"39411100";" ";"UDO ULRICH OTT";"SÓCIO GERENTE";6;"2007-06-14";"2013-08-05";"Descumprimento de disposição legal"
"307815";"01486220000130";"COESO S/C LTDA";"COESO";"Odontologia de Grupo";"RUA CESARIO MOTTA";"524";;"CENTRO";"Cravinhos";"SP";"14140000";"16";"39659060";"39659060";"dcontabil@contabilgazini.com.br";"LUIZ VIEIRA FILHO";"SOCIO-DIRETOR";6;"1999-01-08";"2005-11-28";"Pedido de cancelamento"
"407909";"01311721000185";"COESP - CONVÊNIO ODONTOLOGICO DO EST. DE SÃO PAULO S/C";"COESP";"Odontologia de Grupo";"RUA FRANCISCO FRANCO";"501";;"CENTRO";"Mogi das Cruzes";"SP";"08710590";"11";"47940322";"47940233";"coespbalbi@uol.com.br";"ÀLEXANDRE BALBI RODRIGUES";"SOCIO GERENTE";6;"1999-09-01";"2006-02-14";"Pedido de cancelamento"
"384305";"57500001000112";"COFAP - CIA. FABRICADORA DE PEÇAS";"COFAP";"Autogestão";"AV. ALEXANDRE DE GUSMAO";"1395";;"PARQUE CAPUAVA";"Santo André";"SP";"09110901";"11";"4117924";"4118800";"om.cofap@ibm.net";"JOAO FERNANDO ARAÚJO DE MENDONÇA";"X";;"1999-01-08";"2001-11-29";"Pedido de cancelamento"
"327484";"17281973000149";"COFERMETA S.A.";"COFERMETA";"Autogestão";"Av. Paraná";"145";;"CENTRO";"Belo Horizonte";"MG";"30120020";"031";"3290.2000";"3290.2211";"drhcofer@cofermeta.com.br";"HORST DA CUNHA BRENCK";"PRESIDENTE";;"1998-12-23";"2002-07-19";"Pedido de cancelamento"
"415499";"05100705000102";"COI - CLINICA ODONTOLOGICA INTEGRADA LTDA.";"COI - CLINICA ODONTOLOGICA INTEGRADA";"Odontologia de Grupo";"AV. AYRÃO ";"699";;"CENTRO";"Manaus";"AM";"69053530";"92";"32327369";"32339166";"adastrea@uol.com.br";"ADASTREA CUNHA E SILVA MEIRELLES";"SOCIA/ADMINISTRADORA";6;"2006-03-30";"2015-08-27";"Pedido de cancelamento"
"415812";"44648293000193";"COJUN CENTRO ODONTOLOGICO JUNDIAI LTDA.";"COJUN CENTRO ODONTOLÓGICO JUNDIAI LTDA";"Odontologia de Grupo";"RUA BOM JESUS DE PIRAPORA";"257";;"VIANELO";"Jundiaí";"SP";"13202270";"11";"45210533";"45210433";"cojun1@uol.com.br";"IRINEU COSENTINO MÜLLER";"DIRETOR";6;"2006-10-25";"2020-05-12";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"30596";"44648293000193";"COJUN CENTRO ODONTOLOGICO JUNDIAI S/C LTDA";"COJUN";"Odontologia de Grupo";"RUA BARONESA DO JAPY";"257";;"CENTRO";"Jundiaí";"SP";"13207660";"11";"4340533";"4340533";"lclf@nutecnet.com.br";;;;"1998-12-22";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"347426";"61856571000117";"COMGÁS - COMPANHIA DE GÁS DE SÃO PAULO";"COMGÁS";"Autogestão";"RUA AUGUSTA";"1600";;"CONSOLAÇÃO";"São Paulo";"SP";"01304901";"11";"31775000";"31775157";;"OSCAR AQLFREDO PRIETO";"DIRETOR-PRESIDENTE";;"1999-02-05";"2001-02-16";"Pedido de cancelamento"
"32155";"69275337000108";"COMITE DE INTEGRAÇAO DE ENTIDADES FECHADAS DE ASSISTENCIA A SAUD";"CIEFAS";"Medicina de Grupo";"AV. BRIGº LUÍS ANTONIO";"2608";"BLOCO B - 2º ANDAR";"JARDIM PAULISTA";"São Paulo";"SP";"01402000";"11";"2890743";"2890322";"ciefas@ciefas.com.br";"JOSÉ CARLOS BITENCOURT ANDRADE";"XXXXX";;"1998-12-18";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"341720";"00399857000126";"COMPANHIA  DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E PARNAÍBA";"CODEVASF";"Autogestão";"SGAN";"601";"LOTE 1";"ASA NORTE";"Brasília";"DF";"70830901";"61";"3124736";"3227814";"rh@codevasf.gov.br";"SERGIO PAULO MIRANDA";"COORDENADOR RECURSOS HUMANOS";;"1998-12-17";"2002-05-21";"Pedido de cancelamento"
"402281";"92794486000103";"COMPANHIA  RIOGRANDENSE DE TELECOMUNICAÇOES";"CRT";"Autogestão";"AV. BORGES DE MEDEIROS";"512";;"CENTRO";"Porto Alegre";"RS";"90020022";"51";"2291068";"2291111";"sgerhardt@crt.net.br";"SANDRA ELISABETE GERHARDT";"XXXXXXXXXXXXXX";;"1999-03-19";"2002-07-19";"Pedido de cancelamento"
"414549";"33069766000181";"COMPANHIA BRASILEIRA DE PETRÓLEO IPIRANGA";"PETRÓLEO IPIRANGA";"Autogestão";"RUA FRANCISCO EUGENIO";"329";;"SAO CRISTOVAO";"Rio de Janeiro";"RJ";"20941900";"21";"25745858";"25695728";"guta@ipiranga.com.br";"MARIA AUGUSTA SILVA MACHADO";"ASSISTENTE DE SAUDE OCUPACIONA";1;"2003-04-08";"2009-11-11";"Por incorporação"
"414620";"04771722000109";"COMPANHIA BUCAL PLANO DE ASSISTÊNCIA ODONTOLÓGICA S/C LTDA. ";"CIA BUCAL";"Odontologia de Grupo";"RUA TAQUARITINGA";"585";;"JARDIM BRASIL";"Catanduva";"SP";"15800305";"17";"35248055";"35233751";"companhia.bucal@terra.com.br";"LARISSA DOS REIS VIEIRA LOPES";"DIRETORA TÉCNICA E ADMINISTRAT";5;"2003-09-04";"2010-07-08";"Ausência de operação - Deliberação de Diretoria Colegiada"
"418871";"14372148000161";"COMPANHIA DAS DOCAS DO ESTADO DA BAHIA";"CODEBA";"Autogestão";"AV. DA FRANçA";"1551";;"COMéRCIO";"Salvador";"BA";"40010000";"71";"33201363";"332013021310";"JAILTON@CODEBA.COM.BR";"NEWTON FERREIRA DIAS";"DIRETOR DE GESTÃO FINANCEIRA";;"2013-05-31";"2014-03-07";"Descumprimento de disposição legal"
"388254";"15139629000194";"COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA";"COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA";"Autogestão";"AV. EDGARD SANTOS";"300";;"NARANDIBA";"Salvador";"BA";"41181900";"71";"31136709";"31136709";"hlandim@coelba.com.br";"LIGIA LOBO DE SOUZA";"GESTORA DE REL. TRAB. E REMUNE";;"1998-12-29";"2012-05-28";"Pedido de cancelamento"
"330183";"62577929000135";"COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRODESP";"PRODESP";"Autogestão";"RUA AGUEDA GONÇALVES";"240";"3º/21";"TABOÃO DA SERRA";"São Paulo";"SP";"06760900";"11";"28456044";"47870028";"prodesp@sp.gov.br";"CÉLIO FERNANDO BOZOLA";"DIRETOR PRESIDENTE";2;"1998-12-21";"2013-02-19";"Pedido de cancelamento"
"312134";"43076702000161";"COMPANHIA DE PROCESSAMENTO DE DADOS DO MUNICÍPIO DE SÃO PAULO";"PRODAM-SP";"Autogestão";"PAV. ENG. ARMANDO ARRUDA PEREIRA";"S/N";;"IBIRAPUERA";"São Paulo";"SP";"04094900";"11";"50809000";"50809001";"capereira@prodam.sp.gov.br";"DENILVO MORAIS";"DIRETOR PRESIDENTE";;"1998-12-23";"2004-07-12";"Pedido de cancelamento"
"328561";"17281106000103";"COMPANHIA DE SANEAMENTO DE MINAS GERAIS";"COPASA MG";"Autogestão";"RUA MAR DE ESPANHA";"525";;"SANTO ANTONIO";"Belo Horizonte";"MG";"30330270";"31";"32501025";"32501047";"dvbn@copasa.com.br";"OMAR DE CARVALHO GOMES FILHO";"REPRESENTANTE";;"1998-12-30";"2013-08-15";"Pedido de cancelamento"
"415278";"04406195000125";"COMPANHIA DE SANEAMENTO DO AMAZONAS - COSAMA";"COSAMA";"Autogestão";"RUA  4   CASA 03 ";"S/N";"CONJUNTO CELETRAMAZON";"ADRIANÓPOLIS";"Manaus";"AM";"69057320";"92";"0204";"36420376";"cosdar@interlin.com.br";"HERALDO BELEZA DA CÂMARA";"DIRETOR PRESIDENTE";;"2005-10-03";"2009-05-11";"Pedido de cancelamento"
"386367";"00082024000137";"COMPANHIA DE SANEAMENTO DO DISTRITO FEDERAL";"CAESB";"Autogestão";"SCS QUADRA 4";"BLOCO A 67/97";"EDIFÍCIO CAESB";"EDIFÍCIO CAESB";"Brasília";"DF";"70300904";"61";"3632122";"3632140";;;;;"1998-12-28";"2000-12-27";"Pedido de cancelamento"
"419877";"02045239000103";"COMPANHIA DO SORRISO LTDA";;"Odontologia de Grupo";"AVENIDA DOUTOR JOSé AUGUSTO MOREIRA";"975";"CASA 18";"CASA CAIADA";"Olinda";"PE";"53130410";"81";"30118200";;;"ANTONIO FILGUEIRA DE SÁ";"DIRETOR DE CONTROLADORIA E FIN";;"2015-08-11";"2016-09-21";"Deliberação de Diretoria Colegiada"
"368202";"06272793000184";"COMPANHIA ENERGETICA DO MARANHÃO  CEMAR";"CEMAR";"Autogestão";"ALAMEDA A";"0";"QUADRA SQS";"ALTO DO CALHAU";"São Luís";"MA";"65071680";"98";"32172202";"32172117";"mara.silva@cemar-ma.com.br";"PATRÍCIA PUGAS";"DIRETORA";6;"1998-12-30";"2011-05-31";"Pedido de cancelamento"
"38067";"10835932000108";"COMPANHIA ENERGÉTICA DE PERNAMBUCO";"CELPE";"Autogestão";"AVENIDA JOAO DE BARROS";"111";;"BOA VISTA";"Recife";"PE";"50050902";"81";"4215858";"2311434";"fhmendes@elógica.com.br";"FIRMINO HENRIQUE MENDES";"X";;"1998-12-31";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"411787";"61416244000144";"COMPANHIA NACIONAL DE ENERGIA ELÉTRICA";"REDE - EMPRESAS DE ENERGIA ELÉTRICA";"Autogestão";"AV. PAULISTA";"2439";"4º ANDAR";"CERQUEIRA CÉSAR";"São Paulo";"SP";"01311936";"11";"30662000";"30609691";"simone.araujo@gruporede.com.br";"CARMEM CAMPOS PEREIRA";"DIRETORA";3;"2000-07-21";"2007-12-26";"Descumprimento da RN n.º 100/2005"
"326879";"33050196000188";"COMPANHIA PAULISTA DE FORÇA E LUZ";;"Autogestão";"RODOVIA CAMPINAS MOGI MIRIM";"1755";"KM 2,5";"JARDIM SANTANA";"Campinas";"SP";"13088900";"19";"7568708";"7568344";"casagrande@cpfl.com.br";"ARLINDO CASAGRANDE FILHO";"GERENTE DE RECURSOS HUMANOS";;"1999-01-12";"2002-03-04";"Pedido de cancelamento"
"327646";"60894730000105";"COMPANHIA SIDERURGICA PAULISTA  - COSIPA";"COMPANHIA SIDERÚRGICA PAULISTA - COSIPA";"Autogestão";"Av. do Café";"277";"9º andar-Torre B";"JABAQUARA";"São Paulo";"SP";"04311000";"001";"50708961";"50708827";"irenemurai@cosipa.com.br";"BENITO SANTIAGO MARTINEZ GONZALEZ";"SUPERINTENDENTE MEIO AMB.MEDIC";;"1998-12-29";"2002-01-24";"Por incorporação"
"414255";"02790893000141";"COMPANHIA SIDERÚRGICA PAULISTA - COSIPA";"COSIPA";"Autogestão";"AV. CAFÉ";"277";"TORRE B - 8º E 9º ANDARES";"JABAQUARA";"São Paulo";"SP";"04311000";"11";"50708800";"50708827";"juridico@cosipa.com.br";"BENITO SANTIAGO MERTINEZ GONZALEZ";"SUPERINTENDENTE DE MEDICINA, S";;"2001-11-23";"2007-03-27";"Pedido de cancelamento"
"325775";"57486177000167";"COMPANHIA TELEFONICA DA BORDA DO CAMPO";"TELEFÔNICA";"Autogestão";"AV. PORTUGAL";"375";;"CENTRO";"Santo André";"SP";"09040900";"11";"31777878";"2536866";"wreis@telesp.com.br";"VIRGÍNIA DE JESUS GARROTTE";"SUPERINTENDENTE DE RH";;"1998-12-28";"2002-05-21";"Pedido de cancelamento"
"420174";"14334587000180";"COMSAÚDEPRIME ADMINISTRADORA DE BENEFICIOS E SERVIÇOS LTDA.";;"Administradora de Benefícios";"AV. PAULISTA";"726";"18 ANDAR";"BELA VISTA";"São Paulo";"SP";"01310100";"21";"21462526";;"CONTATO@UNICONSULTSAUDE.COM.BR";"ANDRE RICARDO CASA NOVA GOMES";"ADMINISTRADOR";4;"2016-08-08";"2017-07-06";"Pedido de cancelamento"
"362123";"84433945000197";"COMUNIDADE EVANGELICA DE JARAGUA DO SUL";;"Medicina de Grupo";"RUA ESTHÉRIA LENZI FRIEDRICH";"18";;"CENTRO";"Jaraguá do Sul";"SC";"89251100";"47";"50876";;"hartner@ zas.com.br";"REGINA FEUSTEL";"PRESIDENTE";;"1998-12-28";"2000-12-27";"Pedido de cancelamento"
"375918";"88332580000165";"COMUNIDADE EVANGÉLICA LUTERANA SÃO PAULO";"ULBRA SAÚDE";"Filantropia";"RUA FIORAVANTE MILANEZ";"206";;"CENTRO";"Canoas";"RS";"92010240";"51";"32154040";"32154019";"ulbra saude@ulbra.br";"AUGUSTO ERNESTO TIMM NETO";"REPRESENTANTE";4;"1998-12-28";"2012-02-28";"Deliberação de Diretoria Colegiada"
"006912";"29741030000130";"CONAPP CIA NACIONAL DE SEGUROS";;"Seguradora";"RUA SAO CLEMENTE";"38";"10º ANDAR PARTE";"BOTAFOGO";"Rio de Janeiro";"RJ";"22260900";"21";"7904";"25367637";"diretoria@conapp.com.br";"JAN JOURDAN";"DIRETOR PRESIDENTE";;"1998-12-16";"2002-03-22";"Adequação à Lei no. 10.185/2001"
"348686";"48384036000142";"CONASA COBERTURA NACIONAL DE SAÚDE LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL";"CONASA COBERTURA NACIONAL DE SAÚDE LTDA";"Medicina de Grupo";"Rua Vigario J. J. Rodrigues";"905";"4 and. cjt. 43";"CENTRO";"Jundiaí";"SP";"13201490";"11";"6979.8666";"69592528";"conasacpd@uol.com.br";"JOALDO DE ASSUNÇÃO LEMOS";"DIRETOR";;"1998-12-17";"2006-08-24";"Liquidação Extrajudicial"
"411663";"03612471000149";"CONDOMINIO SAUDE";"SECONCI";"Medicina de Grupo";"AV. FRANCISCO MATARAZZO";"74";"6º ANDAR";"PERDIZES";"São Paulo";"SP";"05001000";"11";"36645060";"36645060";"asgaa@seconci-sp.or.br";"LUIS ROBERTO PRADO RODRIGUES";"RESPONSAVEL TECNICO";4;"2000-07-03";"2003-11-18";"Pedido de cancelamento"
"005053";"33054883000171";"CONFIANCA CIA DE SEGUROS";;"Seguradora";"RUA SETE DE SETEMBRO";"604";"7º ANDAR";"CENTRO";"Porto Alegre";"RS";"90010190";"51";"2289222";;;;;;"1998-12-16";"2000-10-18";"Pedido de cancelamento"
"310948";"87263364000223";"CONGREGAÇAO DAS IRMAS IMACULADA CONCEIÇAO VIRGEM MARIA";"HOSPITAL BENEFICIENTE LEONILDA BRUNET";"Medicina de Grupo";"RUA JOÂO TOMASINI";"495";;"CENTRO";"Ilópolis";"RS";"95990000";"51";"7741200";"7741314";;;;;"1998-12-31";"2000-09-11";"Pedido de cancelamento"
